orderId;clientId;product;gender;orderdate;Quantity;Price
12;209;h;female;27/03/2017;2;26
13;219;a;male;26/01/2017;1;14
13;219;d;male;26/01/2017;2;12
13;219;h;male;26/01/2017;2;26
13;219;i;male;26/01/2017;1;32
13;219;e;male;26/01/2017;3;30
13;219;e;male;26/01/2017;1;30
14;136;i;male;09/02/2017;2;32
14;136;h;male;09/02/2017;1;26
14;136;g;male;09/02/2017;3;5
14;136;c;male;09/02/2017;2;9
14;136;h;male;09/02/2017;2;26
15;10;a;male;08/03/2017;2;14
15;10;a;male;08/03/2017;1;14
15;10;e;male;08/03/2017;1;30
15;10;g;male;08/03/2017;3;5
15;10;a;male;08/03/2017;3;14
16;163;a;male;30/03/2017;1;14
16;163;h;male;30/03/2017;2;26
16;163;c;male;30/03/2017;3;9
16;163;a;male;30/03/2017;3;14
16;163;h;male;30/03/2017;2;26
17;131;a;female;28/03/2017;1;14
17;131;f;female;28/03/2017;2;24
17;131;e;female;28/03/2017;3;30
17;131;g;female;28/03/2017;2;5
17;131;d;female;28/03/2017;1;12
18;154;g;female;29/01/2017;3;5
18;154;h;female;29/01/2017;2;26
18;154;d;female;29/01/2017;3;12
18;154;d;female;29/01/2017;3;12
18;154;e;female;29/01/2017;1;30
18;154;b;female;29/01/2017;1;22
19;88;e;male;08/01/2017;3;30
19;88;h;male;08/01/2017;2;26
19;88;g;male;08/01/2017;1;5
19;88;g;male;08/01/2017;3;5
20;131;g;female;06/01/2017;1;5
20;131;a;female;06/01/2017;3;14
20;131;c;female;06/01/2017;2;9
20;131;g;female;06/01/2017;2;5
20;131;h;female;06/01/2017;1;26
20;131;g;female;06/01/2017;2;5
20;131;b;female;06/01/2017;3;22
21;60;f;female;05/03/2017;1;24
21;60;d;female;05/03/2017;3;12
21;60;d;female;05/03/2017;1;12
21;60;b;female;05/03/2017;3;22
21;60;i;female;05/03/2017;1;32
21;60;d;female;05/03/2017;2;12
22;161;f;male;08/03/2017;3;24
22;161;g;male;08/03/2017;3;5
22;161;b;male;08/03/2017;2;22
22;161;e;male;08/03/2017;3;30
22;161;g;male;08/03/2017;1;5
22;161;c;male;08/03/2017;1;9
23;135;i;male;31/01/2017;2;32
23;135;e;male;31/01/2017;1;30
24;32;a;female;01/04/2017;1;14
24;32;h;female;01/04/2017;2;26
24;32;f;female;01/04/2017;1;24
24;32;e;female;01/04/2017;3;30
24;32;d;female;01/04/2017;2;12
25;98;g;female;22/01/2017;1;5
26;6;e;male;18/03/2017;2;30
26;6;c;male;18/03/2017;1;9
26;6;h;male;18/03/2017;1;26
26;6;e;male;18/03/2017;1;30
26;6;b;male;18/03/2017;3;22
26;6;g;male;18/03/2017;3;5
26;6;h;male;18/03/2017;3;26
27;178;h;male;28/03/2017;2;26
27;178;d;male;28/03/2017;1;12
27;178;e;male;28/03/2017;1;30
27;178;a;male;28/03/2017;3;14
28;13;h;female;27/03/2017;3;26
28;13;c;female;27/03/2017;1;9
28;13;a;female;27/03/2017;1;14
28;13;d;female;27/03/2017;1;12
28;13;a;female;27/03/2017;2;14
28;13;f;female;27/03/2017;3;24
28;13;a;female;27/03/2017;3;14
28;13;d;female;27/03/2017;3;12
29;122;d;male;26/02/2017;2;12
29;122;h;male;26/02/2017;2;26
29;122;c;male;26/02/2017;2;9
29;122;g;male;26/02/2017;3;5
29;122;h;male;26/02/2017;1;26
29;122;a;male;26/02/2017;2;14
29;122;h;male;26/02/2017;3;26
30;18;d;female;13/03/2017;3;12
31;109;i;female;20/01/2017;1;32
31;109;g;female;20/01/2017;3;5
31;109;i;female;20/01/2017;2;32
31;109;d;female;20/01/2017;1;12
31;109;g;female;20/01/2017;3;5
32;272;e;male;27/02/2017;2;30
32;272;e;male;27/02/2017;2;30
32;272;g;male;27/02/2017;1;5
33;127;e;male;26/02/2017;1;30
33;127;h;male;26/02/2017;1;26
33;127;a;male;26/02/2017;2;14
33;127;b;male;26/02/2017;3;22
33;127;c;male;26/02/2017;2;9
33;127;b;male;26/02/2017;2;22
33;127;d;male;26/02/2017;2;12
33;127;f;male;26/02/2017;2;24
34;234;h;female;29/01/2017;1;26
34;234;e;female;29/01/2017;3;30
34;234;a;female;29/01/2017;2;14
34;234;a;female;29/01/2017;1;14
34;234;g;female;29/01/2017;3;5
34;234;a;female;29/01/2017;3;14
34;234;i;female;29/01/2017;1;32
35;170;b;male;21/02/2017;1;22
35;170;h;male;21/02/2017;2;26
37;49;f;female;17/03/2017;1;24
37;49;c;female;17/03/2017;3;9
37;49;h;female;17/03/2017;3;26
37;49;g;female;17/03/2017;2;5
37;49;e;female;17/03/2017;3;30
38;14;d;male;25/03/2017;3;12
38;14;b;male;25/03/2017;1;22
38;14;g;male;25/03/2017;1;5
38;14;f;male;25/03/2017;1;24
38;14;a;male;25/03/2017;3;14
39;73;h;male;14/03/2017;2;26
39;73;h;male;14/03/2017;2;26
39;73;d;male;14/03/2017;2;12
39;73;f;male;14/03/2017;1;24
39;73;a;male;14/03/2017;2;14
39;73;a;male;14/03/2017;3;14
40;214;a;female;22/03/2017;2;14
40;214;c;female;22/03/2017;2;9
40;214;g;female;22/03/2017;2;5
40;214;i;female;22/03/2017;3;32
40;214;g;female;22/03/2017;1;5
40;214;d;female;22/03/2017;1;12
40;214;e;female;22/03/2017;3;30
41;228;a;female;06/02/2017;2;14
41;228;h;female;06/02/2017;1;26
41;228;h;female;06/02/2017;2;26
42;5;g;male;12/03/2017;3;5
42;5;e;male;12/03/2017;1;30
42;5;a;male;12/03/2017;1;14
42;5;g;male;12/03/2017;1;5
42;5;f;male;12/03/2017;1;24
42;5;a;male;12/03/2017;2;14
42;5;e;male;12/03/2017;3;30
43;123;d;female;14/01/2017;2;12
43;123;d;female;14/01/2017;1;12
43;123;f;female;14/01/2017;2;24
43;123;h;female;14/01/2017;2;26
43;123;b;female;14/01/2017;3;22
44;114;a;male;08/01/2017;2;14
44;114;d;male;08/01/2017;3;12
44;114;g;male;08/01/2017;3;5
44;114;g;male;08/01/2017;1;5
44;114;e;male;08/01/2017;3;30
44;114;h;male;08/01/2017;2;26
44;114;a;male;08/01/2017;3;14
45;124;f;male;03/01/2017;3;24
45;124;a;male;03/01/2017;3;14
45;124;a;male;03/01/2017;2;14
45;124;g;male;03/01/2017;1;5
46;132;h;male;05/03/2017;1;26
46;132;b;male;05/03/2017;1;22
46;132;g;male;05/03/2017;1;5
46;132;i;male;05/03/2017;2;32
46;132;a;male;05/03/2017;2;14
46;132;c;male;05/03/2017;1;9
47;286;b;female;04/04/2017;3;22
47;286;h;female;04/04/2017;1;26
47;286;g;female;04/04/2017;1;5
47;286;i;female;04/04/2017;1;32
47;286;f;female;04/04/2017;2;24
48;83;i;female;25/03/2017;3;32
48;83;g;female;25/03/2017;1;5
48;83;a;female;25/03/2017;1;14
49;124;d;male;01/04/2017;3;12
49;124;d;male;01/04/2017;2;12
49;124;a;male;01/04/2017;3;14
49;124;e;male;01/04/2017;2;30
49;124;d;male;01/04/2017;3;12
50;98;b;female;07/02/2017;1;22
50;98;g;female;07/02/2017;3;5
50;98;d;female;07/02/2017;1;12
50;98;d;female;07/02/2017;3;12
50;98;f;female;07/02/2017;3;24
50;98;h;female;07/02/2017;1;26
51;201;f;male;19/01/2017;1;24
51;201;i;male;19/01/2017;3;32
51;201;d;male;19/01/2017;3;12
51;201;d;male;19/01/2017;2;12
51;201;b;male;19/01/2017;1;22
51;201;e;male;19/01/2017;3;30
51;201;a;male;19/01/2017;2;14
51;201;d;male;19/01/2017;2;12
52;97;h;male;18/02/2017;2;26
52;97;e;male;18/02/2017;1;30
52;97;a;male;18/02/2017;1;14
52;97;g;male;18/02/2017;1;5
53;150;g;female;28/03/2017;3;5
53;150;h;female;28/03/2017;1;26
53;150;i;female;28/03/2017;2;32
53;150;f;female;28/03/2017;2;24
53;150;h;female;28/03/2017;2;26
54;195;e;female;19/03/2017;2;30
54;195;i;female;19/03/2017;2;32
54;195;g;female;19/03/2017;3;5
54;195;b;female;19/03/2017;3;22
55;67;i;male;02/04/2017;3;32
55;67;h;male;02/04/2017;1;26
56;233;c;male;21/02/2017;1;9
57;276;f;female;26/02/2017;3;24
57;276;e;female;26/02/2017;3;30
57;276;g;female;26/02/2017;3;5
57;276;a;female;26/02/2017;2;14
58;236;d;male;20/02/2017;2;12
58;236;d;male;20/02/2017;2;12
58;236;e;male;20/02/2017;2;30
58;236;f;male;20/02/2017;2;24
59;187;g;female;03/02/2017;1;5
59;187;d;female;03/02/2017;2;12
60;210;g;female;24/02/2017;1;5
60;210;i;female;24/02/2017;2;32
60;210;f;female;24/02/2017;1;24
60;210;d;female;24/02/2017;1;12
60;210;i;female;24/02/2017;2;32
60;210;d;female;24/02/2017;1;12
60;210;g;female;24/02/2017;2;5
60;210;d;female;24/02/2017;2;12
60;210;i;female;24/02/2017;1;32
60;210;f;female;24/02/2017;3;24
61;136;g;male;15/02/2017;1;5
61;136;d;male;15/02/2017;3;12
61;136;a;male;15/02/2017;1;14
62;236;d;male;05/02/2017;1;12
62;236;b;male;05/02/2017;1;22
62;236;d;male;05/02/2017;2;12
62;236;a;male;05/02/2017;1;14
62;236;a;male;05/02/2017;3;14
63;234;i;female;27/01/2017;2;32
63;234;b;female;27/01/2017;1;22
63;234;d;female;27/01/2017;3;12
63;234;g;female;27/01/2017;3;5
64;119;a;male;08/01/2017;2;14
65;143;g;female;15/01/2017;2;5
65;143;a;female;15/01/2017;2;14
65;143;a;female;15/01/2017;1;14
65;143;i;female;15/01/2017;1;32
66;82;c;female;05/02/2017;2;9
66;82;a;female;05/02/2017;1;14
66;82;i;female;05/02/2017;2;32
66;82;h;female;05/02/2017;1;26
66;82;h;female;05/02/2017;1;26
66;82;f;female;05/02/2017;2;24
67;110;d;female;17/03/2017;3;12
67;110;b;female;17/03/2017;2;22
67;110;h;female;17/03/2017;3;26
67;110;a;female;17/03/2017;3;14
67;110;d;female;17/03/2017;2;12
68;300;d;male;24/02/2017;3;12
68;300;h;male;24/02/2017;2;26
68;300;b;male;24/02/2017;3;22
68;300;g;male;24/02/2017;3;5
69;44;f;female;03/01/2017;2;24
69;44;a;female;03/01/2017;1;14
69;44;h;female;03/01/2017;1;26
69;44;d;female;03/01/2017;1;12
69;44;a;female;03/01/2017;2;14
69;44;e;female;03/01/2017;2;30
69;44;b;female;03/01/2017;1;22
70;17;e;male;26/03/2017;1;30
70;17;g;male;26/03/2017;2;5
70;17;g;male;26/03/2017;3;5
70;17;d;male;26/03/2017;3;12
70;17;h;male;26/03/2017;2;26
70;17;d;male;26/03/2017;1;12
71;250;d;male;07/01/2017;3;12
71;250;e;male;07/01/2017;2;30
71;250;a;male;07/01/2017;1;14
71;250;a;male;07/01/2017;1;14
71;250;a;male;07/01/2017;1;14
72;122;h;male;06/04/2017;2;26
72;122;h;male;06/04/2017;1;26
72;122;f;male;06/04/2017;2;24
73;274;d;female;30/01/2017;2;12
73;274;d;female;30/01/2017;1;12
73;274;a;female;30/01/2017;2;14
73;274;g;female;30/01/2017;1;5
73;274;a;female;30/01/2017;2;14
73;274;i;female;30/01/2017;2;32
74;131;a;female;15/01/2017;2;14
74;131;d;female;15/01/2017;2;12
74;131;b;female;15/01/2017;1;22
74;131;d;female;15/01/2017;1;12
75;33;c;female;13/01/2017;3;9
75;33;a;female;13/01/2017;2;14
75;33;a;female;13/01/2017;3;14
76;122;e;male;28/01/2017;2;30
76;122;g;male;28/01/2017;1;5
77;287;a;female;20/03/2017;3;14
77;287;d;female;20/03/2017;2;12
77;287;i;female;20/03/2017;1;32
77;287;e;female;20/03/2017;2;30
78;97;a;male;28/02/2017;3;14
78;97;d;male;28/02/2017;3;12
79;107;d;male;08/01/2017;3;12
79;107;a;male;08/01/2017;3;14
79;107;g;male;08/01/2017;3;5
79;107;a;male;08/01/2017;1;14
79;107;d;male;08/01/2017;2;12
79;107;d;male;08/01/2017;3;12
80;65;i;female;12/01/2017;1;32
80;65;g;female;12/01/2017;2;5
80;65;g;female;12/01/2017;1;5
80;65;b;female;12/01/2017;3;22
80;65;b;female;12/01/2017;1;22
80;65;h;female;12/01/2017;2;26
80;65;a;female;12/01/2017;1;14
81;100;a;female;09/03/2017;2;14
81;100;a;female;09/03/2017;3;14
81;100;b;female;09/03/2017;2;22
82;91;d;male;08/01/2017;3;12
82;91;h;male;08/01/2017;3;26
82;91;d;male;08/01/2017;1;12
83;240;h;female;06/03/2017;3;26
83;240;f;female;06/03/2017;2;24
84;29;g;male;26/02/2017;1;5
84;29;b;male;26/02/2017;1;22
84;29;i;male;26/02/2017;2;32
84;29;h;male;26/02/2017;3;26
84;29;i;male;26/02/2017;1;32
84;29;c;male;26/02/2017;3;9
84;29;a;male;26/02/2017;3;14
85;213;a;female;07/01/2017;1;14
85;213;a;female;07/01/2017;3;14
86;53;h;male;07/02/2017;3;26
86;53;d;male;07/02/2017;3;12
86;53;g;male;07/02/2017;3;5
86;53;c;male;07/02/2017;1;9
87;164;g;male;26/02/2017;3;5
87;164;a;male;26/02/2017;1;14
87;164;c;male;26/02/2017;2;9
87;164;b;male;26/02/2017;3;22
88;15;d;female;07/03/2017;1;12
89;4;e;male;16/01/2017;1;30
89;4;b;male;16/01/2017;2;22
89;4;f;male;16/01/2017;3;24
89;4;a;male;16/01/2017;1;14
89;4;g;male;16/01/2017;3;5
89;4;h;male;16/01/2017;2;26
89;4;f;male;16/01/2017;1;24
89;4;h;male;16/01/2017;3;26
89;4;d;male;16/01/2017;2;12
90;48;g;male;29/01/2017;1;5
90;48;g;male;29/01/2017;3;5
90;48;b;male;29/01/2017;3;22
90;48;g;male;29/01/2017;2;5
90;48;i;male;29/01/2017;1;32
90;48;a;male;29/01/2017;2;14
90;48;e;male;29/01/2017;3;30
90;48;g;male;29/01/2017;3;5
91;133;g;female;01/04/2017;3;5
91;133;a;female;01/04/2017;1;14
91;133;i;female;01/04/2017;3;32
91;133;h;female;01/04/2017;3;26
91;133;g;female;01/04/2017;2;5
91;133;e;female;01/04/2017;2;30
92;62;a;male;22/01/2017;3;14
92;62;e;male;22/01/2017;1;30
93;180;a;female;19/03/2017;1;14
93;180;f;female;19/03/2017;2;24
93;180;a;female;19/03/2017;1;14
93;180;d;female;19/03/2017;3;12
93;180;d;female;19/03/2017;2;12
93;180;d;female;19/03/2017;1;12
93;180;g;female;19/03/2017;2;5
93;180;a;female;19/03/2017;1;14
93;180;c;female;19/03/2017;1;9
94;6;c;male;08/01/2017;3;9
94;6;c;male;08/01/2017;3;9
94;6;a;male;08/01/2017;2;14
94;6;a;male;08/01/2017;3;14
94;6;d;male;08/01/2017;3;12
95;97;d;male;20/01/2017;2;12
95;97;a;male;20/01/2017;2;14
95;97;f;male;20/01/2017;2;24
95;97;f;male;20/01/2017;3;24
96;298;a;female;15/03/2017;3;14
96;298;a;female;15/03/2017;2;14
96;298;g;female;15/03/2017;2;5
96;298;h;female;15/03/2017;2;26
97;93;e;female;07/04/2017;1;30
97;93;e;female;07/04/2017;2;30
97;93;d;female;07/04/2017;1;12
97;93;c;female;07/04/2017;2;9
97;93;g;female;07/04/2017;3;5
97;93;h;female;07/04/2017;2;26
97;93;d;female;07/04/2017;2;12
98;275;b;female;21/01/2017;1;22
98;275;d;female;21/01/2017;1;12
98;275;a;female;21/01/2017;2;14
99;204;d;male;29/03/2017;1;12
99;204;a;male;29/03/2017;3;14
99;204;c;male;29/03/2017;3;9
100;287;a;female;20/02/2017;3;14
100;287;g;female;20/02/2017;3;5
100;287;h;female;20/02/2017;1;26
100;287;h;female;20/02/2017;3;26
100;287;g;female;20/02/2017;2;5
100;287;h;female;20/02/2017;3;26
101;268;i;male;14/02/2017;1;32
101;268;a;male;14/02/2017;3;14
101;268;c;male;14/02/2017;2;9
101;268;e;male;14/02/2017;2;30
101;268;g;male;14/02/2017;2;5
101;268;h;male;14/02/2017;2;26
101;268;g;male;14/02/2017;2;5
101;268;b;male;14/02/2017;3;22
101;268;d;male;14/02/2017;2;12
102;258;e;female;15/03/2017;3;30
102;258;f;female;15/03/2017;1;24
102;258;e;female;15/03/2017;1;30
103;203;a;female;12/03/2017;2;14
103;203;f;female;12/03/2017;2;24
103;203;c;female;12/03/2017;2;9
104;66;a;female;25/02/2017;2;14
104;66;d;female;25/02/2017;3;12
104;66;e;female;25/02/2017;3;30
104;66;e;female;25/02/2017;3;30
104;66;d;female;25/02/2017;3;12
104;66;d;female;25/02/2017;3;12
105;291;e;female;17/02/2017;3;30
105;291;a;female;17/02/2017;1;14
105;291;d;female;17/02/2017;3;12
105;291;e;female;17/02/2017;1;30
105;291;i;female;17/02/2017;1;32
106;77;g;female;11/02/2017;2;5
106;77;d;female;11/02/2017;1;12
106;77;a;female;11/02/2017;3;14
107;179;a;female;04/04/2017;2;14
107;179;a;female;04/04/2017;1;14
107;179;h;female;04/04/2017;1;26
107;179;f;female;04/04/2017;2;24
108;26;i;female;31/03/2017;1;32
109;90;h;female;10/03/2017;2;26
110;88;a;male;17/01/2017;1;14
110;88;g;male;17/01/2017;3;5
110;88;g;male;17/01/2017;2;5
111;256;i;male;23/03/2017;1;32
111;256;d;male;23/03/2017;1;12
111;256;i;male;23/03/2017;1;32
111;256;d;male;23/03/2017;2;12
111;256;e;male;23/03/2017;1;30
112;41;h;female;29/01/2017;2;26
112;41;i;female;29/01/2017;1;32
112;41;d;female;29/01/2017;1;12
112;41;c;female;29/01/2017;3;9
112;41;e;female;29/01/2017;1;30
112;41;i;female;29/01/2017;1;32
113;13;h;female;29/03/2017;1;26
113;13;a;female;29/03/2017;1;14
114;20;g;female;22/02/2017;3;5
114;20;a;female;22/02/2017;1;14
114;20;d;female;22/02/2017;3;12
114;20;f;female;22/02/2017;1;24
114;20;g;female;22/02/2017;1;5
114;20;b;female;22/02/2017;2;22
115;153;d;female;27/02/2017;2;12
115;153;h;female;27/02/2017;1;26
115;153;a;female;27/02/2017;2;14
115;153;a;female;27/02/2017;3;14
115;153;i;female;27/02/2017;1;32
115;153;i;female;27/02/2017;3;32
115;153;a;female;27/02/2017;2;14
116;237;h;male;05/01/2017;3;26
116;237;a;male;05/01/2017;2;14
116;237;g;male;05/01/2017;3;5
117;140;i;female;07/01/2017;3;32
117;140;g;female;07/01/2017;2;5
118;99;d;female;17/02/2017;3;12
118;99;a;female;17/02/2017;1;14
118;99;a;female;17/02/2017;1;14
118;99;f;female;17/02/2017;1;24
118;99;a;female;17/02/2017;1;14
118;99;f;female;17/02/2017;2;24
119;209;a;female;10/04/2017;1;14
120;54;h;male;14/01/2017;1;26
120;54;f;male;14/01/2017;1;24
120;54;g;male;14/01/2017;2;5
120;54;d;male;14/01/2017;3;12
120;54;a;male;14/01/2017;2;14
120;54;e;male;14/01/2017;2;30
121;81;i;female;09/01/2017;1;32
121;81;g;female;09/01/2017;1;5
121;81;g;female;09/01/2017;3;5
121;81;f;female;09/01/2017;1;24
122;2;i;male;30/03/2017;3;32
122;2;d;male;30/03/2017;2;12
122;2;d;male;30/03/2017;1;12
122;2;a;male;30/03/2017;2;14
122;2;g;male;30/03/2017;3;5
123;92;d;female;28/01/2017;2;12
123;92;h;female;28/01/2017;2;26
123;92;d;female;28/01/2017;1;12
124;241;f;female;21/03/2017;1;24
124;241;a;female;21/03/2017;1;14
124;241;d;female;21/03/2017;1;12
124;241;a;female;21/03/2017;2;14
125;242;h;female;02/04/2017;3;26
125;242;d;female;02/04/2017;1;12
125;242;c;female;02/04/2017;3;9
125;242;i;female;02/04/2017;2;32
125;242;a;female;02/04/2017;2;14
125;242;i;female;02/04/2017;3;32
126;267;c;female;06/03/2017;1;9
126;267;e;female;06/03/2017;2;30
126;267;e;female;06/03/2017;3;30
126;267;g;female;06/03/2017;3;5
127;88;h;male;09/04/2017;1;26
127;88;d;male;09/04/2017;1;12
127;88;h;male;09/04/2017;1;26
127;88;f;male;09/04/2017;1;24
127;88;h;male;09/04/2017;1;26
127;88;e;male;09/04/2017;2;30
128;179;h;female;05/01/2017;2;26
128;179;d;female;05/01/2017;1;12
129;40;h;female;13/01/2017;3;26
129;40;e;female;13/01/2017;2;30
129;40;a;female;13/01/2017;2;14
129;40;a;female;13/01/2017;1;14
129;40;h;female;13/01/2017;1;26
130;14;a;male;13/01/2017;2;14
130;14;f;male;13/01/2017;1;24
131;1;i;female;18/02/2017;1;32
131;1;g;female;18/02/2017;1;5
132;42;h;female;27/01/2017;2;26
132;42;d;female;27/01/2017;2;12
132;42;e;female;27/01/2017;3;30
132;42;h;female;27/01/2017;2;26
133;12;a;male;27/03/2017;1;14
133;12;a;male;27/03/2017;2;14
133;12;h;male;27/03/2017;2;26
133;12;g;male;27/03/2017;1;5
133;12;a;male;27/03/2017;1;14
134;26;f;female;27/03/2017;2;24
134;26;a;female;27/03/2017;3;14
134;26;i;female;27/03/2017;3;32
134;26;b;female;27/03/2017;3;22
134;26;e;female;27/03/2017;2;30
134;26;d;female;27/03/2017;3;12
134;26;d;female;27/03/2017;2;12
134;26;h;female;27/03/2017;3;26
135;183;d;female;15/03/2017;3;12
135;183;e;female;15/03/2017;2;30
135;183;a;female;15/03/2017;3;14
136;78;a;female;02/02/2017;2;14
136;78;g;female;02/02/2017;1;5
136;78;d;female;02/02/2017;1;12
136;78;h;female;02/02/2017;3;26
137;94;a;female;19/03/2017;1;14
137;94;f;female;19/03/2017;2;24
137;94;a;female;19/03/2017;1;14
137;94;d;female;19/03/2017;3;12
138;271;g;male;29/03/2017;1;5
138;271;h;male;29/03/2017;1;26
138;271;h;male;29/03/2017;1;26
138;271;f;male;29/03/2017;2;24
138;271;i;male;29/03/2017;3;32
138;271;g;male;29/03/2017;2;5
138;271;i;male;29/03/2017;3;32
138;271;g;male;29/03/2017;3;5
138;271;g;male;29/03/2017;1;5
138;271;f;male;29/03/2017;3;24
138;271;e;male;29/03/2017;2;30
139;234;b;female;14/02/2017;3;22
139;234;h;female;14/02/2017;2;26
139;234;e;female;14/02/2017;2;30
140;59;a;female;02/01/2017;3;14
140;59;h;female;02/01/2017;1;26
140;59;h;female;02/01/2017;1;26
140;59;a;female;02/01/2017;3;14
140;59;b;female;02/01/2017;2;22
140;59;f;female;02/01/2017;2;24
140;59;a;female;02/01/2017;3;14
141;49;d;female;18/02/2017;2;12
142;107;a;male;25/01/2017;2;14
142;107;e;male;25/01/2017;1;30
142;107;h;male;25/01/2017;3;26
143;93;f;female;07/04/2017;1;24
143;93;g;female;07/04/2017;3;5
143;93;a;female;07/04/2017;3;14
143;93;d;female;07/04/2017;2;12
143;93;c;female;07/04/2017;2;9
143;93;i;female;07/04/2017;1;32
144;125;h;male;02/03/2017;3;26
144;125;g;male;02/03/2017;2;5
144;125;h;male;02/03/2017;3;26
145;196;b;female;05/04/2017;1;22
145;196;g;female;05/04/2017;3;5
145;196;b;female;05/04/2017;2;22
146;284;b;male;09/03/2017;2;22
146;284;d;male;09/03/2017;1;12
146;284;e;male;09/03/2017;3;30
147;213;e;female;01/02/2017;3;30
147;213;e;female;01/02/2017;1;30
147;213;h;female;01/02/2017;2;26
147;213;a;female;01/02/2017;1;14
147;213;g;female;01/02/2017;2;5
147;213;g;female;01/02/2017;1;5
147;213;h;female;01/02/2017;2;26
148;89;g;male;18/03/2017;2;5
148;89;i;male;18/03/2017;3;32
148;89;a;male;18/03/2017;2;14
148;89;g;male;18/03/2017;3;5
148;89;e;male;18/03/2017;2;30
148;89;d;male;18/03/2017;3;12
148;89;i;male;18/03/2017;1;32
148;89;a;male;18/03/2017;2;14
148;89;d;male;18/03/2017;2;12
149;232;c;female;31/03/2017;1;9
149;232;a;female;31/03/2017;2;14
149;232;h;female;31/03/2017;2;26
149;232;b;female;31/03/2017;1;22
150;274;g;female;06/03/2017;3;5
150;274;b;female;06/03/2017;3;22
150;274;e;female;06/03/2017;2;30
150;274;h;female;06/03/2017;2;26
150;274;e;female;06/03/2017;1;30
150;274;b;female;06/03/2017;3;22
151;151;d;male;11/04/2017;1;12
151;151;g;male;11/04/2017;1;5
151;151;f;male;11/04/2017;2;24
151;151;a;male;11/04/2017;1;14
151;151;a;male;11/04/2017;1;14
151;151;b;male;11/04/2017;2;22
151;151;g;male;11/04/2017;1;5
151;151;b;male;11/04/2017;1;22
152;254;d;female;29/01/2017;1;12
152;254;b;female;29/01/2017;1;22
153;70;g;female;30/03/2017;3;5
153;70;a;female;30/03/2017;1;14
153;70;a;female;30/03/2017;2;14
153;70;d;female;30/03/2017;3;12
154;223;b;male;26/01/2017;3;22
154;223;h;male;26/01/2017;1;26
154;223;b;male;26/01/2017;3;22
154;223;b;male;26/01/2017;2;22
154;223;c;male;26/01/2017;2;9
154;223;h;male;26/01/2017;1;26
154;223;d;male;26/01/2017;3;12
154;223;c;male;26/01/2017;1;9
154;223;a;male;26/01/2017;3;14
155;30;h;female;13/01/2017;1;26
155;30;d;female;13/01/2017;3;12
155;30;g;female;13/01/2017;3;5
155;30;h;female;13/01/2017;2;26
155;30;d;female;13/01/2017;2;12
155;30;a;female;13/01/2017;2;14
156;38;d;female;20/01/2017;2;12
156;38;d;female;20/01/2017;1;12
156;38;g;female;20/01/2017;2;5
156;38;f;female;20/01/2017;2;24
156;38;a;female;20/01/2017;1;14
157;52;h;female;02/04/2017;2;26
157;52;h;female;02/04/2017;3;26
157;52;e;female;02/04/2017;1;30
157;52;h;female;02/04/2017;3;26
157;52;c;female;02/04/2017;1;9
157;52;d;female;02/04/2017;1;12
157;52;i;female;02/04/2017;2;32
158;92;a;female;05/01/2017;1;14
